Kürzel,Kanton,Name,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %
,,25.09.1977 Unterschriftenzahl für Initiativen,226633,122863,54,118444,74678,43766,63
,,25.09.1977 Unterschriftenzahl für Referenden,226633,122474,54,118663,77208,41455,65
,,25.09.1977 Albatrosinitiative,226633,123446,55,120226,43971,76255,37
,,25.09.1977 Gegenentwurf zur Mieterschutzinitiative,226633,122797,54,118709,56808,50932,53
,,25.09.1977 Mieterschutzinitiative,226633,122797,54,118709,41298,73959,36
,,12.06.1977 Steuerharmonisierung,225424,111915,50,110309,66106,44203,60
,,12.06.1977 Umsatz- und direkte Bundessteuer,225424,112368,50,111490,39582,71908,36
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf),225644,89520,40,85897,53589,25365,68
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative),225644,89520,40,85897,19118,60348,24
,,13.03.1977 Beschränkung der Einbürgerungen,225644,91285,41,90114,30830,59284,34
,,13.03.1977 IV. Ueberfremdungsinitiative,225644,91335,41,90070,25704,64366,29
,,05.12.1976 40-Stunden-Woche,224299,91766,41,91172,13885,77287,15
,,05.12.1976 Preisüberwachung,224299,91371,41,90263,72204,18059,80
,,05.12.1976 Geld- und Kreditpolitik,224299,90123,40,85989,57046,28943,66
,,26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder,223615,101637,46,99975,17159,82816,17
,,26.09.1976 Radio- und Fernsehartikel,223615,101675,46,99359,40784,58575,41
,,13.06.1976 Neukonzeption Arbeitslosenversicherung,223347,81931,37,80580,52001,28579,65
,,13.06.1976 IDA-Darlehen,223347,82133,37,80508,32910,47598,41
,,13.06.1976 Raumplanungsgesetz,223347,82357,37,81467,40319,41148,50
,,21.03.1976 Steuerinitiative,223098,85379,38,83516,35627,47889,43
,,21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative,223098,87352,39,86131,27814,55334,34
,,21.03.1976 Mitbestimmung der Arbeitnehmer,223098,87352,39,86131,23138,61740,27
,,07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte,222359,70848,32,69189,38368,30821,56
,,07.12.1975 Wasserwirtschaft,222359,69805,31,67702,50915,16787,75
,,07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung,222359,69888,31,68134,50109,18025,74
,,08.06.1975 Erschwerung Ausgabenbeschlüsse,221127,87369,40,85943,68873,17070,80
,,08.06.1975 Erhöhung Steuereinnahmen,221127,87413,40,86150,46345,39805,54
,,08.06.1975 Generalzolltarif,221127,87193,39,85507,41607,43900,49
,,08.06.1975 Finanzierung der Nationalstrassen,221127,87329,40,86189,46597,39592,54
,,08.06.1975 Schutz der Währung,221127,87365,40,86174,74170,12004,86
,,02.03.1975 Konjunkturartikel,220715,71398,32,69739,36875,32864,53
,,08.12.1974 Soziale Krankenversicherung (Gegenentwurf),220167,86826,39,84989,32909,47232,41
,,08.12.1974 Soziale Krankenversicherung (Initiative),220167,86826,39,84989,13856,68199,17
,,08.12.1974 Erschwerung Ausgabenbeschlüsse,220167,86239,39,83145,58219,24926,70
,,08.12.1974 Verbesserung Bundeshaushalt,220167,86327,39,83914,35786,48128,43
,,20.10.1974 Gegen die Überfremdung,220036,148386,67,146056,51494,94562,35
,,02.12.1973 Tierschutzartikel,216872,81307,38,78737,67650,11087,86
,,02.12.1973 Steuerwirksame Abschreibungen,216872,81174,37,77423,54449,22974,70
,,02.12.1973 Stabilisierung des Baumarktes,216872,81441,38,79157,57985,21172,73
,,02.12.1973 Massnahmen im Kreditwesen,216872,81357,38,78488,53301,25187,68
,,02.12.1973 Preisüberwachung,216872,81852,38,79970,54484,25486,68
,,20.05.1973 Jesuiten- und Klosterartikel,215431,96878,45,95223,67544,27679,71
,,04.03.1973 Forschungsartikel,214566,61838,29,59393,30373,29020,51
,,04.03.1973 Bildungsartikel,214566,62067,29,59960,28352,31608,47
,,03.12.1972 Abkommen mit der EWG,214113,106981,50,104754,76991,27763,74
,,03.12.1972 Einführung Volkspension (Gegenentwurf),214113,107461,50,105740,83209,19033,81
,,03.12.1972 Einführung Volkspension (Initiative),214113,107461,50,105740,11222,88472,11
,,24.09.1972 Waffenausfuhrverbot,213846,83821,39,82134,36395,45739,44
,,04.06.1972 Schutz der Währung,213040,66053,31,63773,55235,8538,87
,,04.06.1972 Stabilisierung des Baumarktes,213040,66161,31,64084,52742,11342,82
,,05.03.1972 Mieterschutz,212460,93526,44,90928,74537,16391,82
,,05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative,212460,93636,44,90743,51870,32715,61
,,05.03.1972 Förderung des Wohnungsbaues,212460,93636,44,90743,24032,62722,28
,,06.06.1971 Weiterführung der Finanzordnung,209834,93483,45,89652,62238,27414,69
,,06.06.1971 Umweltschutz,209834,94161,45,92127,84585,7542,92
,,07.02.1971 Frauenstimmrecht,97851,58933,60,58156,27042,31114,47
,,15.11.1970 Änderung Finanzordnung,97643,46872,48,45198,17186,28012,38
,,27.09.1970 Wohnungs- und Familienschutz,98491,53060,54,51774,17492,34282,34
,,27.09.1970 Förderung von Turnen und Sport,98491,52273,53,51099,33711,17388,66
,,07.06.1970 Gegen die Überfremdung,96907,74634,77,73622,33951,39671,46
,,01.02.1970 Inländische Zuckerwirtschaft,96340,47301,49,45955,27184,18771,59
,,14.09.1969 Bodenrecht,95854,38622,40,36597,20231,16366,55
,,01.06.1969 Eidg. technische Hochschulen,95489,38819,41,36249,12641,23608,35
,,19.05.1968 Tabakbesteuerung,94386,46540,49,44894,20138,24756,45
,,18.02.1968 Steueramnestie,94180,48811,52,46438,34722,11716,75
,,02.07.1967 Gegen die Bodenspekulation,93042,43843,47,42441,10309,32132,24
,,16.10.1966 Bekämpfung des Alkoholismus,92495,50641,55,49352,12464,36888,25
,,16.10.1966 Auslandschweizerartikel,92495,49197,53,46957,30007,16950,64
,,16.05.1965 Milchbeschluss,90838,43150,48,41020,24718,16302,60
,,28.02.1965 Massnahmen Bauwirtschaft,90867,60263,66,58137,29898,28239,51
,,28.02.1965 Massnahmen Kreditwesen,90867,59717,66,58134,32444,25690,56
,,06.12.1964 Preiskontrollmassnahmen,90180,40762,45,37976,29981,7995,79
,,24.05.1964 Berufsbildungsgesetz,90052,44403,49,41887,28856,13031,69
,,02.02.1964 Steueramnestie,89798,53475,60,51234,31365,19869,61
,,08.12.1963 Stipendien und Ausbildungsbeihilfen,89430,49269,55,46244,33742,12502,73
,,08.12.1963 Weiterführung Finanzordnung,89430,50170,56,47188,35566,11622,75
,,26.05.1963 Volksrecht und Atomwaffen,89077,52193,59,50623,13319,37304,26
,,04.11.1962 Wahl des Nationalrates,88590,42921,48,39897,21487,18410,54
,,27.05.1962 Taggelder des Nationalrates,88466,46732,53,44626,9887,34739,22
,,27.05.1962 Natur- und Heimatschutz,88466,46653,53,44687,34182,10505,77
,,01.04.1962 Verbot der Atomwaffen,90100,55957,62,54349,13873,40476,26
,,03.12.1961 Uhrenstatut,88037,50370,57,47518,26965,20553,57
,,22.10.1961 Einführung Gesetzesinitiative,88033,40252,46,38377,9589,28788,25
,,05.03.1961 Treibstoffzoll für Nationalstrassenbau,87431,63333,72,62158,31154,31004,50
,,05.03.1961 Leitungsanlagen für Treibstoffe,87431,58361,67,56903,41979,14924,74
,,04.12.1960 Massnahmen Milchwirtschaft,87626,53485,61,50162,22313,27849,45
,,29.05.1960 Preiskontrollmassnahmen,87389,46167,53,43082,32599,10483,76
,,24.05.1959 Zivilschutzartikel,87052,53186,61,50640,27389,23251,54
,,01.02.1959 Frauenstimmrecht,86796,65082,75,64348,12436,51912,19
,,07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl,86688,55687,64,52950,42254,10696,80
,,07.12.1958 Kursaalspiele,86688,53890,62,51322,30915,20407,60
,,26.10.1958 44-Stunden-Woche,86622,63672,74,62598,16927,45671,27
,,06.07.1958 Strassennetzverbesserung,86704,52112,60,50144,42214,7930,84
,,06.07.1958 Filmwesen,86704,52004,60,48697,28240,20457,58
,,11.05.1958 Neuordnung Finanzhaushalt,86696,58341,67,56680,33231,23449,59
,,26.01.1958 Missbrauch wirtschaftlicher Macht,86759,57937,67,56086,12002,44084,21
,,24.11.1957 Brotgetreideversorgung,86622,54859,63,51504,27844,23660,54
,,24.11.1957 Atomenergie und Strahlenschutz,86622,54693,63,51127,37180,13947,73
,,03.03.1957 Rundspruch und Fernsehen,87116,53746,62,50917,16555,34362,33
,,03.03.1957 Zivilschutzartikel,87116,56518,65,53513,27556,25957,52
,,30.09.1956 Ausgabenbeschlüsse,87248,53197,61,49783,26179,23604,53
,,30.09.1956 Revision der Brotgetreideordnung,87248,54456,62,51722,22206,29516,43
,,13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden,86941,58480,67,56770,21396,35374,38
,,13.05.1956 Wasserrechtskonzessionen,86941,51658,59,49724,9755,39969,20
,,04.03.1956 Beschränkte Preiskontrolle,87162,56006,64,53311,35279,18032,66
,,13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf),86982,60265,69,57882,31839,25442,56
,,13.03.1955 Mieter- und Konsumentenschutzinitiative,86982,60265,69,57887,20126,37397,35
,,05.12.1954 Schutz der Stromlandschaft Rheinau,86775,60822,70,59175,9478,49697,16
,,24.10.1954 Finanzordnung 1955 bis 1958,86851,53146,61,51371,36736,14635,72
,,20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer,86422,50403,58,47904,18815,29089,39
,,20.06.1954 Fähigkeitsausweise,86422,52721,61,50362,16129,34233,32
,,06.12.1953 Schutz der Gewässer,86379,49058,57,47647,37364,10283,78
,,06.12.1953 Neuordnung Finanzhaushalt,86379,63788,74,61994,19850,42144,32
,,19.04.1953 Postverkehrsgesetz,86016,59182,69,57317,21441,35876,37
,,23.11.1952 Brotgetreideversorgung,85970,56979,66,51945,34840,17105,67
,,23.11.1952 Preiskontrolle,85970,56979,66,54098,26201,27897,48
,,05.10.1952 Luftschutzräume,85961,59120,69,54863,7378,47485,13
,,05.10.1952 Tabaksteuer und AHV,85961,59120,69,56535,37873,18662,67
,,06.07.1952 Deckung der Rüstungsausgaben,85901,49489,58,47327,20284,27043,43
,,18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften,85874,56585,66,54769,21025,33744,38
,,20.04.1952 Warenumsatzsteuer-Initiative,85756,58754,69,56684,9182,47502,16
,,30.03.1952 Landwirtschaftsgesetz,85845,65454,76,63872,27333,36539,43
,,02.03.1952 Bewilligungspflicht für Gasthöfe,85760,54218,63,49961,21574,28387,43
,,08.07.1951 Öffentliche Unternehmungen und Kosten der Armee,85456,50327,59,47234,11432,35802,24
,,15.04.1951 Gegenentwurf zur Freigeldinitiative,85348,60132,71,57194,41011,14993,73
,,15.04.1951 Freigeldinitiative,85348,60132,71,57194,7803,48897,14
,,25.02.1951 Autotransportordnung,85294,60836,71,58435,24380,34055,42
,,03.12.1950 Finanzordnung 1951 bis 1954,85214,61129,72,56547,39133,17414,69
,,03.12.1950 Wahl des Nationalrates,85214,61126,72,47042,29923,17119,64
,,01.10.1950 Verhinderung der Spekulation,85148,55470,65,52690,10278,42412,20
,,04.06.1950 Neuordnung Finanzhaushalt,84630,60332,71,58001,23737,34264,41
,,29.01.1950 Förderung Wohnbautätigkeit,84371,61069,72,59400,15622,43778,26
,,11.12.1949 Dienstverhältnis Bundesbeamte,84439,66962,79,65308,29629,35679,45
,,11.09.1949 Rückkehr zur direkten Demokratie,84188,52567,62,47585,23660,23925,50
,,22.05.1949 Bekämpfung der Tuberkulose,83999,63236,75,61270,9996,51274,16
,,22.05.1949 Nationalbankartikel,83999,63236,75,54603,18900,35703,35
,,14.03.1948 Ordnung der Zuckerwirtschaft,83691,62607,75,60210,19481,40729,32
,,06.07.1947 Gesetz über die AHV,82816,70926,86,69803,55846,13957,80
,,06.07.1947 Revision Wirtschaftsartikel,82816,70926,86,69080,32230,36850,47
,,18.05.1947 Wirtschaftsreform und Rechte der Arbeit,82749,59226,72,56940,13350,43590,23
,,08.12.1946 Recht auf Arbeit,81987,56737,69,53982,10882,43100,20
,,10.02.1946 Gütertransportordnung,81618,61896,76,60233,20085,40148,33
,,25.11.1945 Für die Familie,81616,55949,69,53464,37371,16093,70
,,21.01.1945 Gesetz über die Bundesbahnen,80854,56401,70,54552,27173,27379,50
,,29.10.1944 Unlauterer Wettbewerb,80623,55006,68,52362,24969,27393,48
,,03.05.1942 Reorganisation des Nationalrates,78886,56744,72,53582,20698,32884,39
,,25.01.1942 Volkswahl Bundesrat,78547,60508,77,58720,14188,44532,24
,,09.03.1941 Neuordnung Alkoholwesen,78075,57577,74,55606,23097,32509,42
,,01.12.1940 Vorunterricht in der Armee,78040,59318,76,57639,20007,37632,35
,,03.12.1939 Dienstverhältnis und Versicherung Bundespersonal,77181,57048,74,55295,16938,38357,31
,,04.06.1939 Armee und Arbeitslosigkeit,76593,56673,74,53207,37001,16206,70
,,22.01.1939 Einschränkung Dringlichkeitsklausel,76665,54590,71,45754,30608,15146,67
,,22.01.1939 Verfassungsgerichtsbarkeit,76665,54590,71,44661,10415,34246,23
,,27.11.1938 Übergangsordnung Finanzhaushalt,76641,60784,79,57783,42977,14806,74
,,03.07.1938 Strafgesetzbuch,76215,57782,76,55281,25738,29543,47
,,20.02.1938 Private Rüstungsindustrie (Gegenentwurf),76422,56302,74,47623,34541,12135,74
,,20.02.1938 Private Rüstungsindustrie (Initiative),76422,56302,74,47623,5453,40310,12
,,20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte,76422,56302,74,48531,6144,42387,13
,,20.02.1938 Rätoromanisch als Nationalsprache,76422,56302,74,51528,47132,4396,92
,,28.11.1937 Verbot der Freimaurerei,76488,62634,82,56335,14676,41659,26
,,08.09.1935 Initiative für die Totalrevision der Bundesverfassung,74276,60420,81,58153,20902,37251,36
,,02.06.1935 Bekämpfung der Wirtschaftskrise,74338,67710,91,66379,24729,41650,37
,,05.05.1935 Verkehrsteilungsgesetz,74184,60018,81,57601,17085,40516,30
,,24.02.1935 Neuordnung der militärischen Ausbildung,74280,65227,88,63999,33381,30618,52
,,11.03.1934 Schutz der öffentlichen Ordnung,73678,64422,87,62892,25805,37087,41
,,28.05.1933 Herabsetzung Löhne Bundespersonal,73035,64596,88,63128,33708,29420,53
,,06.12.1931 Besteuerung des Tabaks,71706,63222,88,60105,30618,29487,51
,,06.12.1931 Gesetz über die AHV,71706,63222,88,61499,23741,37758,39
,,15.03.1931 Amtsdauer von Bundesbehörden,70643,53370,76,49695,27777,21918,56
,,15.03.1931 Wahl des Nationalrats,70643,53370,76,48927,29923,19004,61
,,08.02.1931 Ordensverbot,70863,43831,62,37818,28553,9265,76
,,06.04.1930 Alkoholwesen,70965,61698,87,60235,34175,26060,57
,,12.05.1929 Branntweinverbot,70879,54482,77,52316,16429,35887,31
,,12.05.1929 Gesetzgebung Strassenverkehr,70879,51104,72,48272,19053,29219,40
,,03.03.1929 Zolltarifgesetz,71099,56939,80,54296,36240,18056,67
,,03.03.1929 Getreideversorgung (Gegenentwurf),71099,56939,80,54592,36556,17753,67
,,03.03.1929 Getreideversorgung (Initiative),71099,56939,80,54592,1297,52141,2
,,02.12.1928 Erhaltung der Kursäle,71007,53621,76,50224,22185,28039,44
,,20.05.1928 Massnahmen gegen die Überfremdung,70422,51042,73,47136,24049,23087,51
,,15.05.1927 Automobil- und Fahrradverkehr,70123,53090,76,50105,17776,32329,36
,,15.05.1927 Entschädigung an Kantone für Alpenstrassen,70123,46226,66,41973,22673,19300,54
,,05.12.1926 Getreideversorgung,69103,59083,86,57586,14115,43471,25
,,06.12.1925 Bundesbeschluss betreffend die AHV,69897,56150,80,54090,35690,18400,66
,,25.10.1925 Aufenthalt und Niederlassung Ausländer,69498,47463,68,42421,24995,17426,59
,,24.05.1925 Initiative für die AHV/IV,68656,56105,82,54011,21038,32973,39
,,17.02.1924 Fabrikgesetz,68656,59713,87,58337,25061,33276,43
,,03.06.1923 Alkoholwesen,68517,55990,82,54288,24235,30053,45
,,15.04.1923 Zollinitiative,68574,56077,82,53880,15006,38874,28
,,18.02.1923 Abkommen mit Frankreich zu Hochsavoyen,68831,52428,76,48435,3801,44634,8
,,18.02.1923 Schutzhaft-Initiative,68831,52322,76,48425,3515,44910,7
,,03.12.1922 Einmalige Vermögensabgabe,68957,63446,92,62321,6274,56047,10
,,24.09.1922 Innere Sicherheit und bedingter Strafvollzug,68232,59384,87,57758,22909,34849,40
,,11.06.1922 Wählbarkeit der Bundesbeamten,68842,48575,71,44582,14976,29606,34
,,11.06.1922 Ausweisung von Ausländern,68842,48575,71,44586,13651,30935,31
,,11.06.1922 Einbürgerungswesen,68842,48575,71,44147,5270,38877,12
,,22.05.1921 Artikel über die Luftschiffahrt,66291,47082,71,41086,22113,18973,54
,,22.05.1921 Artikel über den Automobil- und Fahrradverkehr,66291,47612,72,41864,21756,20108,52
,,30.01.1921 Aufhebung der Militärjustiz,67079,53989,81,50498,13300,37198,26
,,30.01.1921 Staatsvertragsreferendum,67079,53989,81,49585,37153,12432,75
,,31.10.1920 Arbeitszeit bei den Eisenbahnen,67188,55018,82,53295,26405,26890,50
,,16.05.1920 Beitritt zum Völkerbund,67809,58842,87,56820,26474,30346,47
,,21.03.1920 Gegenentwurf zur Spielbanken-Initiative,67016,53418,80,39613,8462,31151,21
,,21.03.1920 Verbot der Spielbanken,67016,53418,80,44046,24134,19912,55
,,21.03.1920 Ordnung des Arbeitsverhältnisses,67016,53388,80,47074,26028,21046,55
,,10.08.1919 Wahlen in den National- und Bundesrat,65970,43218,66,37327,24791,12536,66
,,04.05.1919 Ausserordentliche Kriegssteuer,65832,50959,77,46501,35583,10918,77
,,04.05.1919 Artikel über die Schiffahrt,65832,51063,78,46927,39847,7080,85
,,13.10.1918 Proporzwahl des Nationalrates,65795,49418,75,46299,28874,17425,62
,,02.06.1918 Initiative für die direkte Bundessteuer,65249,53628,82,51725,23876,27849,46
,,13.05.1917 Stempelabgaben,64437,47192,73,43607,23904,19703,55
,,06.06.1915 Einmalige Kriegssteuer,73597,50747,69,48715,44288,4427,91
,,25.10.1914 Gerichtsbarkeit,64859,44312,68,37004,20419,16585,55
,,04.05.1913 Krankheitsbekämpfung,65253,45518,70,39352,19227,20125,49
,,04.02.1912 Kranken- und Unfallversicherung,64578,52525,81,50351,26173,24178,52
,,23.10.1910 Proporzwahl des Nationalrates,64471,57834,90,56828,29469,27359,52
,,25.10.1908 Wasserkraft und Elektrizität,62441,43849,70,38085,28729,9356,75
,,05.07.1908 Absinthverbot,62711,45964,73,42908,31939,10969,74
,,05.07.1908 Gewerbewesen,62711,45484,73,38134,27615,10519,72
,,03.11.1907 Militärorganisation,62888,54563,87,53515,28658,24857,54
,,10.06.1906 Lebensmittelngesetz,59227,45477,77,42789,20056,22733,47
,,19.03.1905 Ausdehnung des Erfinderschutzes,59534,42729,72,36117,21520,14597,60
,,25.10.1903 Alkoholartikel,59319,45610,77,41976,19667,22309,47
,,25.10.1903 Wahl des Nationalrates,59319,45564,77,42348,7872,34476,19
,,25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen,59319,45527,77,41849,12713,29136,30
,,15.03.1903 Zolltarifgesetz,58695,49481,84,48288,22454,25834,47
,,23.11.1902 Unterstützung der Primarschule,57999,45043,78,41424,27239,14185,66
,,04.11.1900 Volkswahl Bundesrat,54974,43871,80,41812,19484,22328,47
,,04.11.1900 Proporzwahl des Nationalrates,54974,43809,80,41370,19678,21692,48
,,20.05.1900 Kranken-, Unfall- und Militärversicherung,54723,44613,82,43246,19863,23383,46
,,13.11.1898 Strafrechtseinheit,53574,41438,77,39147,28205,10942,72
,,13.11.1898 Zivilrechtseinheit,53574,41366,77,38944,28057,10887,72
,,20.02.1898 Schweiz. Bundesbahnen,53454,46472,87,45827,38091,7736,83
,,11.07.1897 Lebensmittelpolizei,52178,36244,70,32956,17127,15829,52
,,11.07.1897 Wasserbau- und Forstpolizei,52178,36169,69,32575,15727,16848,48
,,28.02.1897 Schweizerische Bundesbank,51282,41338,81,40037,17539,22498,44
,,04.10.1896 Disciplinarstrafordnung der Armee,51943,39866,77,37866,7783,30083,21
,,04.10.1896 Eisenbahnenrechnungsgesetz,51943,39956,77,38852,23303,15549,60
,,04.10.1896 Viehhandelsgesetz,51943,39771,77,37546,14662,22884,39
,,03.11.1895 Militärartikel,51723,41088,79,40226,16023,24203,40
,,29.09.1895 Zündhölzchenmonopol,51494,37610,73,36042,17446,18596,48
,,03.02.1895 Gesandtschaftsgesetz,51647,36568,71,35170,8557,26613,24
,,04.11.1894 Zollinitiative,51466,41935,82,41164,11228,29936,27
,,03.06.1894 Recht auf Arbeit,51266,39342,77,38276,7904,30372,21
,,04.03.1894 Vorschriften für das Gewerbe,51257,37462,73,35257,13093,22164,37
,,20.08.1893 Schächtverbot,51816,37189,72,36172,14564,21608,40
